"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"FOR21040115";"Endurskoðun landsskipulagsstefnu til umsagnar";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040114";"Styrkbeiðni";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040113";"Ásjármál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040112";"Tækninefnd um endurskoðuna Jafnlaunastaðals";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040111";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040110";"Beiðni um að fá að mynda forsætisráðherra";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040109";"Útilistaverk";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040108";"Laust mál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040107";"Fyrirspurn til ráðuneytis varðandi starfshóp um upplýsingaóreiðu";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040106";"Jafnréttismál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040105";"Bréf til stjórnvalda og heilbrigðisyfirvalda";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040104";"Fyrirspurn til ráðuneytis varðandi skjaldarmerkið";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040103";"Fyrirspurn til ráðuneytis varðandi jafnlaunastaðal 85:2012";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040102";"95. fundur ráðherranefndar um samræmingu mála";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040101";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040100";"Umhverfisþing í Guizhou";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040099";"Öryggis- og varnarmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040098";"Ásjármál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040097";"Beiðni um tilnefningu í starfshóp um aðgerðir gegn ofbeldi gagnvart konum og heimilisofbeldi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040096";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040095";"Afrit af bréfi til heilbrigðisráðherra varðandi fjármögnun rannsókna";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040094";"Framvinduskýrsla Siðfræðistofnunar um eflingu trausts á stjórnmálum og stjórnsýslu";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040093";"Þjóðlendur - beiðni um aðgang að stafrænum línum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040092";"Fyrirspurn til ráðuneytis varðandi íslenska fánann";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040091";"Fyrirspurn til ráðuneytis frá fjölmiðli varðandi fyrirkomulag sóttvarna á landamærum eftir 1. maí";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040090";"73. þing Norðurlandaráðs";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040089";"Beiðni um ávarp - MIT EmTech Europe 2021";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040088";"Fyrirspurn til ráðuneytis varðandi kosningar";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040087";"Viðtalsbeiðni til ráðherra";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040086";"Yfirlestur þingsályktunartillagna utanríkisráðuneytis";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040085";"Fyrirspurn til ráðuneytis varðandi íslenska fánann";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040084";"Fyrirspurn vegna opnun landamæra á Íslandi - sóttvarnarreglur við komu til Íslands";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040083";"Tillaga að friðlýsingu Borgarvogs";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040082";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040081";"Fyrirspurn til ráðuneytis varðandi skráningu barna";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040080";"141. fundur ráðherranefndar um ríkisfjármál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040079";"94. fundur ráðherranefndar um samræmingu mála";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040078";"Yfirlestur þingsályktunartillögu mennta- og menningarmálaráðuneytis";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040077";"Norrænt samstarf - ACT-A";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040076";"Viðtalsbeiðni til ráðherra varðandi valdeflingu kvenna";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040075";"Óbyggðanefnd";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040074";"Fyrirspurn til ráðuneytis varðandi upplýsingarétt";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040073";"Viðtalsbeiðni til ráðherra varðandi rannsókn á meðferðarheimilum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040072";"Reykjavík Dialouge 2021";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040071";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040070";"Samningur um prófarkalestur";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040069";"Mannauðsmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040068";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040067";"Yfirlestur þingsályktunartillögu fjármála- og efnahagsráðuneytis";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040066";"Fyrirspurn til ráðuneytis varðandi atkvæðagreiðslu";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040065";"Viðtalsbeiðni til ráðherra varðandi loftlagsskrána";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040064";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi stöðu kvenna á Norðurlöndunum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040063";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi kvenleiðtoga";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040062";"Fyrirspurn til ríkisstjórnar varðandi verkefni um loftslagsbreytingar";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040061";"Viðtalsbeiðni til ráðherra varðandi lífeyrismál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040060";"42. fundur Vísinda- og tækniráðs";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040059";"Viðtalsbeiðni til ráðherra varðandi velferðarhagkerfi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040058";"Landsaðgangur - skjalamál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040057";"Beiðni um ávarp IAI Live Event";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040056";"Fyrirspurn til ráðuneytis varðandi sölu á ísraelskum vínum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040055";"Samstarf við Staðlaráð 2021";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040054";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040053";"Fyrirspurn til ráðuneytis varðandi gengislækkanir";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040052";"Viðtalsbeiðni til ráðherra";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040051";"Fyrirspurn til ráðuneytis varðandi nefndir, starfshópa, stjórnir og ráð á vegum ráðuneytisins";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040050";"Aðgangur að hnitum vegna marka Forsæludalskvísla utan þjóðlenda";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040049";"Fyrirspurn til ráðuneytis varðandi forgangsröðun vegna bólusetningar gegn Covid-19";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040048";"Boð á ráðstefnu - sérstök fundalota allsherjarþings gegn spillingu";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040047";"Heimsmarkmið Sameinuðu þjóðanna 2021";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040046";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040045";"Beiðni um inngangsorð í ljósmyndabók um Ísland";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040044";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040043";"Beiðni um ávarp Women Political Leaders";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040042";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040041";"Ályktun til ríkisstjórnar - ákall um aðgerðir";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040040";"Leiðtogafundur Atlantshafsbandalagsins";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040039";"Þjóðlendur - umsögn varðandi deiliskipulag";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040038";"Beiðni um ávarp - Rimaskóli";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040037";"Styrkbeiðni";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040036";"Boð á ráðstefnu - Lobbying in the 21st Century Transparency, Integrity and Acces";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040035";"Skýrsla FACTI Panel um skattamál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040034";"Fyrirspurn til ráðuneytis varðandi auglýsingu";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040033";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040032";"Yfirlestur þingsályktunartillögu fjármála- og efnahagsráðuneytis";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040031";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040030";"Styrkbeiðni";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040029";"Ásjármál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040028";"93. fundur ráðherranefndar um samræmingu mála";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040027";"Fyrirspurn til ráðuneytis varðandi íslenska fánann";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040026";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040025";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040024";"Viðtalsbeiðni til ráðherra varðandi ræktun erfðabreyttra lífvera";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040023";"Fyrirspurn vegna jafnlaunavottunar";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040022";"Mannauðsmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040021";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040020";"Fyrirspurn til ráðuneytis frá fjölmiðli - Wellbeing economy and WEGo";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040019";"Fyrirspurn til ráðuneytis varðandi rekstrarleyfi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040018";"Vernd innviða vegna eldsumbrota á Reykjanesi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040017";"Innanhússmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040016";"Beiðni um umsögn - Fjárlaganefnd Alþingis";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040015";"Beiðni um ávarp - Annual International Women's Day Lecture 2022";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040014";"Beiðni um aðgang að gögnum skv. upplýsingalögum - Mannauðsmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040013";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040012";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040011";"Laust númer";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040010";"Mannauðsmál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040009";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040008";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040007";"Ábending til ríkisstjórnar varðandi ferðamál";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040006";"Varðar framtíð áætlunarflugs til Húsavíkur";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040005";"Viðtalsbeiðni til ráðherra varðandi heilbrigðismál og jafnrétti";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040004";"Boð á ráðstefnu - Gavi COVAX AMC";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040003";"Fyrirspurn til ráðuneytis varðandi leyfi til að byggja sumarhús";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040002";"Beiðni um umsögn - Skipulags- og matslýsing - Aðalskipulag Akrahrepps 2010-2022 - Heildarendurskoðun";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21040001";"92. fundur ráðherranefndar um samræmingu mála";"2021";"04";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030245";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi opnun landamæra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030244";"Erindi vegna undanþágu frá upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030243";"Áskorun - Hækkun grunnframfærslu námslána";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030242";"Loftslagsbreytingar og fjórða iðnbyltingin";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030241";"91. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030240";"90. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030239";"Fyrirspurn til ráðuneytis varðandi eyðijörð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030238";"Fyrirspurn til ráðuneytis varðandi list í opinberu rými";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030237";"Boð á ráðstefnu - New ICPS Two Days Policy Future Thinking Masterclass";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030236";"Ábending til ríkisstjórnar varðandi mannréttindi í Azerbaijan";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030235";"Beiðni um ávarp - MIT EmTech Europe 2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030234";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030233";"Viðtalsbeiðni til ráðherra varðandi verkefni í vindorku";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030232";"Þjóðaröryggisráð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030231";"Áskorun varðandi ákvörðun Tyrklands að segja sig frá Istanbúlsamningnum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030230";"Beiðni um ávarp - Forysta og stjórnun fyrir velsæld (Leadership and Governance for Well-being) - Spirit of Humanity Forum 3. júní 2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030229";"Ráðstefnur og fundir innanlands - Utanríkismálanefnd";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030228";"Fyrirspurn um setu í Jafnréttisráði";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030227";"Samráð um stafræna starfsskrá ESB og tengd mál á vettvangi EFTA samstarfsins";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030226";"Fyrirspurn frá Alþingi - þskj. 1144 - 657. mál - um lagalega ráðgjöf";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030225";"89. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030224";"Fyrirspurn frá Alþingi - þskj. 1122 653. mál - Um ráðgjafaþjónustu, verktöku og tímabundin verkefni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030223";"Ásjármál - erlend";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030222";"Yfirlestur á stjórnarfrumvarpi utanríkis- og þróunarsamvinnuráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030221";"Yfirlestur á stjórnarfrumvarpi utanríkis- og þróunarsamvinnuráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030220";"Ásjármál - innlend - lokun vegna Covid";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030219";"Fyrirspurn til ráðuneytis frá fjölmiðli";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030218";"Boð á ráðstefnu - Global Education Summit";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030217";"Fyrirspurn vegna opnun landamæra á Íslandi - Lokun landamæra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030216";"Fyrirspurn varðandi kærunefnd jafnréttismála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030215";"Skipun nýs fulltrúa UAR í samstarfsnefnd um málefni þjóðlendna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030214";"Yfirlestur á stjórnarfrumvarpi dómsmálaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030213";"Yfirlestur skýrslu Siðfræðistofnunar";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030212";"Ábending til ríkisstjórnar varðandi COVID-19 á leikskólum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030211";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030210";"Viðtalsbeiðni til ráðherra varðandi Global COVID-19 Healthcare Initiative";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030209";"Ábending til ráðuneytis varðandi hönnunarsamkeppni um Fossvogsbrú";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030208";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi lýðræði í stafrænni framtíð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030207";"Úrskurðarnefnd um upplýsingamál - kæra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030206";"88. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030205";"Beiðni um ávarp - Setning íþróttamóts";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030204";"Fyrirspurn til ráðuneytis varðandi úrræði fyrir atvinnulausa námsmenn";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030203";"Innanhússmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030202";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030201";"Viðtalsbeiðni til ráðherra varðandi jafnréttismál í íslenskri utanríkisstefnu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030200";"87. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030199";"Ábending varðandi skjaldarmerki Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030198";"Beiðni um skýrslu frá Alþingi - þskj. 1042 - um áhrif efnahagshrunsins 2008 og aðgerða stjórnvalda á hag heimilinna";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030197";"Tilkynning um uppfærslu tölvukerfis";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030196";"Ábending til ríkisstjórnar varðandi rússneskt bóluefni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030195";"Fyrirspurn til ráðuneytis varðandi skjaldarmerki Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030194";"Beiðni um ávarp á World Health Day";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030193";"Viðtalsbeiðni til ráðherra varðandi stöðu Listdansskóla Íslands";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030192";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030191";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030190";"Viðtalsbeiðni til ráðherra varðandi fánalögin";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030189";"Þjóðlendur - samningur";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030188";"Þjóðlendur - lóðarleigusamningur";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030187";"Yfirlestur á stjórnarfrumvarpi ferðamála-, iðnaðar- og nýsköpunarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030186";"Húsnæðismál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030185";"Mannauðsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030184";"Aðalráðstefna UNESCO og Friðarráðstefna Parísar";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030183";"Yfirlestur á stjórnarfrumvarpi ferðamála-, iðnaðar- og nýsköpunarráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030182";"Laust númer";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030181";"Beiðni um tilnefningu í starfshóp";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030180";"86. fundur ráðherranefndar um samræmingu mála";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030179";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030178";"Kynning á alþjóðasáttmála um að banna pólitíska notkun trúarbragða";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030177";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030176";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030175";"Beiðni um aðgang að gögnum skv. upplýsingalögum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030174";"Ábending varðandi jafnlaunamerkið";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030173";"Málefni þjóðlenda - fundarboð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030172";"Boð til ráðherra um þátttöku í HönnunarMars 2021";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030171";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030170";"Viðtalsbeiðni til ráðherra frá fjölmiðli - Vegna heimildarmyndar";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030169";"Fyrirspurn vegna opnun landamæra á Íslandi";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030168";"Fyrirspurn til ráðuneytis frá fjölmiðli varðandi ráðningu í embætti forsetaritara";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030167";"Samhæfingarteymi um sýnatöku fyrir COVID-19 á landamærum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030166";"Yfirlestur á stjórnarfrumvarpi fjármála- og efnahagsráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030165";"Mannauðsmál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030164";"Ásjármál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030163";"Yfirlestur þingsályktunartillögu umhverfis- og auðlindaráðherra";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030162";"Þjónustuviðskipti við útlönd árið 2020";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030161";"Flöggun á Norðurlandadeginum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030160";"Þjóðlendur - umsögn deiliskipulags";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030159";"Beiðni um stuðning við frambjóðanda Mongólíu - United Nations International Law Commission 2023-2027";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030158";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi heimsfaraldurinn";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030157";"Beiðni um að fá að koma í heimsókn - vísindaferð";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030156";"Viðtalsbeiðni til ráðherra frá fjölmiðli varðandi ferðamál";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030155";"Fyrirspurn til ráðuneytis varðandi barnalög";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030154";"Styrkbeiðni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030153";"Viðtalsbeiðni til ráðherra frá fjölmiðli - The Dylan and Frankie show";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030152";"Ráðstefna - Mexico Generation Equality Forum";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030151";"Beiðni um umsögn vegna bótakröfu";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
"FOR21030150";"Sýslumannsembættin á landsbyggðinni";"2021";"03";"Félags- og vinnumarkaðsráðuneytið"
