"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"MMR21010241";"Umsókn Tilraunastöðvar Háskóla Íslands um leyfi til að byggja seinni áfanga Rannsóknarhúss 3";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010240";"Fyrirspurn um námsmat úr erlendum skóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010239";"Kæra til Umboðsmanns Alþingis vegna úthlutunar listamannalauna myndlistarsjóðs 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010238";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010237";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010236";"Ábending um íslenskukennslu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010235";"Samningur um uppfærslu og rekstur á upplýsingavef um námsframboð til næstu ára";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010233";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010232";"Fyrirspurn um fjarnám í framhaldsskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010231";"Beiðni um fund með ráðherra til að ræða bólusetningar íþróttamanna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010230";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010229";"Fyrirspurn um brottfall úr framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010228";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010227";"„Nomination/Confirmation of the National Coordinator for Implementing the European Agenda for Adult Learning“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010226";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010225";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010224";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010223";"Vinnustaðanámssjóður - úthlutun 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010222";"Fyrirspurn um sumarstörf fyrir námsmenn sumarið 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010221";"Tónlistarsjóður - úthlutun 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010219";"Fyrirspurn um kvikmyndanám á háskólastigi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010218";"Fræðsluefni um umhverfismál fyrir grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010217";"Listasýning í Beijing í tilefni 50 ára afmælis stjórnarsambands Íslands og Kína desember 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010216";"Ályktun kvikmyndaráðs um kvikmyndanám á háskólastigi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010215";"Beiðni um fund með ráðherra vegna mats á námi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010214";"Afrit af erindi til utanríkisráðherra v. boðs Phan Thi Kim Phuc í heimsókn til Íslands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010213";"Beiðni um þátttöku ráðherra í myndbandi fyrir „Dag íslenska táknmálsins“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010212";"Beiðni um fund með ráðherra vegna frumvarps um leigubifreiðaakstur";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010211";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010210";"Kæra til úrskurðarnefndar um upplýsingamál vegna afgreiðslu ráðuneytisins á beiðni um aðgang að gögnum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010209";"Kvörtun vegna málefni grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010208";"Beiðni um fund til að kynna verkefnið „Gróðurhús í alla skóla“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010206";"Öryggi handrita hjá Stofnun Árna Magnússonar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010205";"Nemaleyfi í snyrtifræði 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010204";"Fyrirspurn varðandi Listasafn Nínu Tryggvadóttur";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010203";"Fyrirspurn um styrki til að efla íslenska tungu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010202";"Stýrihópur um þátttöku barna á efnaminni heimilum í skipulögðu tómstundastarfi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010201";"Æskulýðsrannsóknir";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010200";"Kvörtun vegna samskipta innan stofnunar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010199";"Tjón á húsnæði Háskóla Íslands eftir rof á kaldavatnslögn";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010198";"Beiðni um fund með ráðherra með nýjum sendiherra Rússlands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010197";"Fundur Directors General for Vocational Education and Traning 09.03.-10.03.2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010196";"Fyrirspurn frá fjölmiðli - Brotthvarf vegna COVID-19 úr framhalds- og háskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010195";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010194";"Sýningarstyrkir fyrir íslenskar kvikmyndir 2020 (greiddir 2021)";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010193";"Sænsk-íslenski menningarsjóðurinn 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010192";"Beiðni um fund og að ráðherra setji ráðstefnu um fjölmiðla og íbúa á landsbyggðinni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010191";"Styrkbeiðni til uppbyggingar landsmótsstaða";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010190";"„EFTA/EU Working Group on Intellectual Property“ Fundir og samráð 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010189";"Fyrirspurn um starfsnám á sjúkraliðabraut";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010188";"Athugasemdir við gildandi regluverk að því er varðar tilflutning, kostnað og þjónustu sveitarfélaga við börn sem vistuð eru í varanlegt fóstur hjá öðru sveitarfélagi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010187";"Beiðni um útvarpsviðtal við ráðherra um stöðu óperulistarinnar á Íslandi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010186";"Beiðni um fund til að ræða samvinnu milli Íslands og Færeyja á sviði menntamála á háskólastigi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010185";"Fyrirspurn um lengingu á fresti vegna umsókna um námslán";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010184";"Fyrirspurn um hagsmuni námsmanna m.t.t. COVID-19 og bólusetninga";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010183";"Fyrirspurn um aðgengi að menningararfinum og um útgáfu höfundaréttarstefnu og myndlistarstefnu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010182";"Jöfnun hlutfalls kynja við innritun";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010181";"Kynhlutlaus málnotkun";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010180";"Samráðsnefnd norrænna ráðuneyta um höfundaréttarmál 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010179";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010178";"Boð um tilnefningu á sérfræðingi fyrir „the intergovernmental special committee meeting related to the draft UNESCO Recommendation on Open Science"" - UNESCO";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010176";"Fyrirspurn um mat á námi vegna umsóknar um meistarabréf";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010175";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010174";"Stefna um framtíðarskipan tónlistarnáms í Reykjavík til 2030";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010172";"Fyrirspurn um rannsóknastöðu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010171";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010170";"Yfirlýsing um stofnun þjóðaróperu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010169";"Staðnám vor 2021 og úrræði fyrir nemendur í viðkvæmum hópum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010168";"Opinber flutningur tónlistar við kirkjulegar athafnir, sbr. 4. tölul. 21. gr. höfundalaga";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010167";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010166";"Beiðni um staðfestingu á að Borgarhólsskóli á Húsavík sé skólastofnun";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010165";"Lyfjaeftirlit Evrópuráðsins 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010164";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010163";"Fyrirspurn um samstarf á sviði háskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010162";"Beiðni um að ráðherra afhendi Íslensku myndlistarverðlaunin 25.02.2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010161";"Umsókn um rekstrarstyrk vegna verkefna á sviði lista, menningararfs eða íslenskra fræða";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010160";"Styrkbeiðni vegna útgáfu bókar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010159";"Fyrirspurn um upplýsingaskyldu skólayfirvalda";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010158";"Birting lista yfir sveinspróf í löggiltum iðngreinum - hagsmunamat";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010157";"Uppfærsla framgangs verkefna í stjórnarsáttmála";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010155";"Úthlutunarreglur og matskvarði fyrir bókasafnsráð";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010154";"Beiðni um fund með ráðherra til að ræða mikilvægi fjármálalæsiskennslu og eflingu gagnrýnnar hugsunar nemenda";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010153";"Styrkb. vegna orðabókarverkefnis";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010152";"Fyrirspurn varðandi þátttöku nemenda með hreyfihömlun í Erasmus";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010151";"Beiðni um fund með ráðuneytinu um fyrirkomulag og framkvæmd umsagna um menntun og starfsreynslu til starfa í löggiltri iðn til sýslumanns";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010150";"Húsnæðismál Listasafns Íslands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010149";"Ráðherra boðið á panelumræður „76 years since the liberation of Auschwitz the importance of Holocaust rememberence""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010148";"Áskorun frá stjórnendum og listdansráði Íslenska dansflokksins";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010147";"„ECEC - OECD 2021“ leikskólanetverk";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010146";"Íslenskunám fyrir útlendinga og ótímabundið dvalarleyfi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010145";"Fyrispurn um inngöngu í skóla fyrir rafeindavirkjun";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010144";"Ytra mat á starfsemi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010143";"Ytra mat á starfsemi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010142";"Beiðni um fund með ráðherra v. starfsmenntanám í garðyrkju";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010140";",,A letter to people managing the organization from the Polish region - the Silesian Voivodeship""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010139";"Beiðni um fund m. ráðherra v. viðtals í blaðinu „Myndlist á Íslandi""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010138";"Styrkur til Steinshúss ses. á fjárlögum 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010137";"Flutningur áramótastöðu 2020/2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010136";"„Fully funded Erasmus Mundus Joint Master Programme in Geoconservation“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010135";"„MR-K för kännedom: Opfordring til Nordisk Ministerråd“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010134";"Rekstrar- og starfsáætlun Miðstöðvar hönnunar og arkitektúrs 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010132";"Myndbönd um réttindi fatlaðra barna af erlendum uppruna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010131";"Beiðni um upplýsingar um fjárveitingar af fjárlögum 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010130";"EK-K 1/2021, fundur 10.03.2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010129";"Fyrirspurn um námskrá í snyrtifræði og mat á námi úr norskum og breskum skólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010128";"Fyrirspurn frá fjölmiðli - Starfsemi Íslensku óperunnar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010127";"Fjárfestingarsjóður sjónvarpsefnis";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010125";"Beiðni um þátttöku ráðherra: heiðursverðlaun Hönnunarverðlauna Íslands 2020";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010124";"Fyrirspurn um mat á námi í háskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010123";"Beiðni Landssambands ungmennafélaga og Félag Sameinuðu þjóðanna um að kjósa ungmennafulltrúa Íslands hjá Sameinuðu þjóðunum á sviði menntamála";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010122";"Fyrirspurn um réttindi barna í grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010121";"Umboðsmaður Alþingis fellir niður forathugun á atriðum sem varða svonefnda útvistun námsbrauta";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010119";"Styrkir til íslenskukennslu útlendinga 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010118";"Mismunun kynjanna innan Háskólans á Akureyri og Mennta- og starfsþróunarseturs lögreglunnar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010117";"Fyrirspurn um mat á stúdentsprófi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010115";"Fyrirspurn um mat á stúdentsprófi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010114";"Staða íslenskra drengja í menntakerfinu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010113";"Öryggis- og tryggingamál í framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010112";"Samkomulag um varðveislu einkaskjalasafna á opinberum vettvangi";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010111";"Samstarf um vísindarannsóknir";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010110";"Fyrirspurn um sveinspróf í vélvirkjun";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010108";"Þáttur einkarekinna fræðslufyrirtækja í starfsþjálfun kennara";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010107";"Landsnefndir UNESCO 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010106";"Höfundaréttarstefna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010105";"Kallað eftir greiðslu styrks: Tækniminjasafn Austurlands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010104";"Skólastyrkur til námsvistar við UWCRCN alþjóðlegan framhaldsskóla í Noregi 2021-2022";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010103";"Framkvæmd skóla- íþrótta- og æskulýðsstarfs vegna Covid -19, vorönn 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010102";"Framlag 2021 - European Audiovisual Observatory";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010100";"UNESCO Samskipti og fjölmiðlar 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010099";"UNESCO Menningarmál 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010098";"UNESCO Menntamál 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010097";"Upplýsingar um „The distance learning solutions for dealing with COVID-19 crisis“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010096";"Fyrirspurn um Launasjóð myndlistarmanna og hæfni nefndarmanna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010095";"Ósk um efni í ,,International Day of Education""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010094";"Fagráð eineltismála í grunn- og framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010093";"Fyrirspurn um starfsemi grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010092";"Fyrirspurn um gæðaeftirlit í framhaldsfræðslu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010091";"Sniðmát að viðbragðsáætlun fyrir skóla og viðbragðsleiðbeiningar fyrir skóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010090";"Tilnefning í ,,EK-K: Medlemmer til referansegruppen for Seksuell trakassering i arbeidslivet""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010089";"Afrit af erindi til fjármála- og efnhagsráðuneytis vegna álits umboðsmanns Alþingis";"2021";"01";"Menningar- og viðskiptaráðuneytið"
